2023-11-28 22:41:00,699 INFO    StreamThr :15717 [internal.py:wandb_internal():86] W&B internal server running at pid: 15717, started at: 2023-11-28 22:41:00.698715
2023-11-28 22:41:00,699 DEBUG   HandlerThread:15717 [handler.py:handle_request():146] handle_request: status
2023-11-28 22:41:00,700 INFO    WriterThread:15717 [datastore.py:open_for_write():85] open: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_224100-hgkmug3u/run-hgkmug3u.wandb
2023-11-28 22:41:00,700 DEBUG   SenderThread:15717 [sender.py:send():380] send: header
2023-11-28 22:41:00,709 DEBUG   SenderThread:15717 [sender.py:send():380] send: run
2023-11-28 22:41:00,714 INFO    SenderThread:15717 [sender.py:_maybe_setup_resume():759] checking resume status for None/YOLOv5/hgkmug3u
2023-11-28 22:41:01,989 INFO    SenderThread:15717 [dir_watcher.py:__init__():211] watching files in: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_224100-hgkmug3u/files
2023-11-28 22:41:01,989 INFO    SenderThread:15717 [sender.py:_start_run_threads():1124] run started: hgkmug3u with start time 1701182460.69859
2023-11-28 22:41:01,993 DEBUG   HandlerThread:15717 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 22:41:01,993 DEBUG   SenderThread:15717 [sender.py:send_request():407] send_request: check_version
2023-11-28 22:41:02,437 DEBUG   HandlerThread:15717 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 22:41:02,459 DEBUG   HandlerThread:15717 [system_info.py:__init__():32] System info init
2023-11-28 22:41:02,459 DEBUG   HandlerThread:15717 [system_info.py:__init__():47] System info init done
2023-11-28 22:41:02,459 INFO    HandlerThread:15717 [system_monitor.py:start():194] Starting system monitor
2023-11-28 22:41:02,459 INFO    SystemMonitor:15717 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 22:41:02,459 INFO    HandlerThread:15717 [system_monitor.py:probe():214] Collecting system info
2023-11-28 22:41:02,460 INFO    SystemMonitor:15717 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 22:41:02,460 INFO    SystemMonitor:15717 [interfaces.py:start():190] Started disk monitoring
2023-11-28 22:41:02,460 INFO    SystemMonitor:15717 [interfaces.py:start():190] Started gpu monitoring
2023-11-28 22:41:02,461 INFO    SystemMonitor:15717 [interfaces.py:start():190] Started memory monitoring
2023-11-28 22:41:02,461 INFO    SystemMonitor:15717 [interfaces.py:start():190] Started network monitoring
