2023-11-28 22:42:31,592 INFO    StreamThr :16070 [internal.py:wandb_internal():86] W&B internal server running at pid: 16070, started at: 2023-11-28 22:42:31.591826
2023-11-28 22:42:31,592 DEBUG   HandlerThread:16070 [handler.py:handle_request():146] handle_request: status
2023-11-28 22:42:31,593 INFO    WriterThread:16070 [datastore.py:open_for_write():85] open: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_224231-430dtc3f/run-430dtc3f.wandb
2023-11-28 22:42:31,594 DEBUG   SenderThread:16070 [sender.py:send():380] send: header
2023-11-28 22:42:31,602 DEBUG   SenderThread:16070 [sender.py:send():380] send: run
2023-11-28 22:42:31,606 INFO    SenderThread:16070 [sender.py:_maybe_setup_resume():759] checking resume status for None/YOLOv5/430dtc3f
2023-11-28 22:42:32,834 INFO    SenderThread:16070 [dir_watcher.py:__init__():211] watching files in: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_224231-430dtc3f/files
2023-11-28 22:42:32,834 INFO    SenderThread:16070 [sender.py:_start_run_threads():1124] run started: 430dtc3f with start time 1701182551.591693
2023-11-28 22:42:32,838 DEBUG   HandlerThread:16070 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 22:42:32,838 DEBUG   SenderThread:16070 [sender.py:send_request():407] send_request: check_version
2023-11-28 22:42:33,249 DEBUG   HandlerThread:16070 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 22:42:33,271 DEBUG   HandlerThread:16070 [system_info.py:__init__():32] System info init
2023-11-28 22:42:33,271 DEBUG   HandlerThread:16070 [system_info.py:__init__():47] System info init done
2023-11-28 22:42:33,271 INFO    HandlerThread:16070 [system_monitor.py:start():194] Starting system monitor
2023-11-28 22:42:33,271 INFO    SystemMonitor:16070 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 22:42:33,272 INFO    HandlerThread:16070 [system_monitor.py:probe():214] Collecting system info
