2023-11-28 22:19:31,946 INFO    StreamThr :12897 [internal.py:wandb_internal():86] W&B internal server running at pid: 12897, started at: 2023-11-28 22:19:31.946534
2023-11-28 22:19:31,947 DEBUG   HandlerThread:12897 [handler.py:handle_request():146] handle_request: status
2023-11-28 22:19:31,954 INFO    WriterThread:12897 [datastore.py:open_for_write():85] open: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_221931-dktaik4y/run-dktaik4y.wandb
2023-11-28 22:19:31,955 DEBUG   SenderThread:12897 [sender.py:send():380] send: header
2023-11-28 22:19:31,962 DEBUG   SenderThread:12897 [sender.py:send():380] send: run
2023-11-28 22:19:31,966 INFO    SenderThread:12897 [sender.py:_maybe_setup_resume():759] checking resume status for None/YOLOv5/dktaik4y
2023-11-28 22:19:33,140 INFO    SenderThread:12897 [dir_watcher.py:__init__():211] watching files in: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_221931-dktaik4y/files
2023-11-28 22:19:33,140 INFO    SenderThread:12897 [sender.py:_start_run_threads():1124] run started: dktaik4y with start time 1701181171.952756
2023-11-28 22:19:33,144 DEBUG   HandlerThread:12897 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 22:19:33,144 DEBUG   SenderThread:12897 [sender.py:send_request():407] send_request: check_version
2023-11-28 22:19:33,479 DEBUG   HandlerThread:12897 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 22:19:33,507 DEBUG   HandlerThread:12897 [system_info.py:__init__():32] System info init
2023-11-28 22:19:33,507 DEBUG   HandlerThread:12897 [system_info.py:__init__():47] System info init done
2023-11-28 22:19:33,507 INFO    HandlerThread:12897 [system_monitor.py:start():194] Starting system monitor
2023-11-28 22:19:33,507 INFO    SystemMonitor:12897 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 22:19:33,507 INFO    HandlerThread:12897 [system_monitor.py:probe():214] Collecting system info
2023-11-28 22:19:33,508 INFO    SystemMonitor:12897 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 22:19:33,508 INFO    SystemMonitor:12897 [interfaces.py:start():190] Started disk monitoring
2023-11-28 22:19:33,508 INFO    SystemMonitor:12897 [interfaces.py:start():190] Started gpu monitoring
2023-11-28 22:19:33,508 INFO    SystemMonitor:12897 [interfaces.py:start():190] Started memory monitoring
2023-11-28 22:19:33,509 INFO    SystemMonitor:12897 [interfaces.py:start():190] Started network monitoring
2023-11-28 22:19:33,572 DEBUG   HandlerThread:12897 [system_info.py:probe():196] Probing system
2023-11-28 22:19:33,574 DEBUG   HandlerThread:12897 [system_info.py:_probe_git():181] Probing git
2023-11-28 22:19:33,579 DEBUG   HandlerThread:12897 [system_info.py:_probe_git():189] Probing git done
2023-11-28 22:19:33,579 DEBUG   HandlerThread:12897 [system_info.py:probe():244] Probing system done
