2023-11-28 22:21:22,721 INFO    StreamThr :13974 [internal.py:wandb_internal():86] W&B internal server running at pid: 13974, started at: 2023-11-28 22:21:22.721612
2023-11-28 22:21:22,722 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: status
2023-11-28 22:21:22,723 INFO    WriterThread:13974 [datastore.py:open_for_write():85] open: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/run-sx2xij5c.wandb
2023-11-28 22:21:22,723 DEBUG   SenderThread:13974 [sender.py:send():380] send: header
2023-11-28 22:21:22,732 DEBUG   SenderThread:13974 [sender.py:send():380] send: run
2023-11-28 22:21:22,737 INFO    SenderThread:13974 [sender.py:_maybe_setup_resume():759] checking resume status for None/YOLOv5/sx2xij5c
2023-11-28 22:21:23,892 INFO    SenderThread:13974 [dir_watcher.py:__init__():211] watching files in: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files
2023-11-28 22:21:23,892 INFO    SenderThread:13974 [sender.py:_start_run_threads():1124] run started: sx2xij5c with start time 1701181282.721507
2023-11-28 22:21:23,896 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 22:21:23,896 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: check_version
2023-11-28 22:21:24,182 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 22:21:24,203 DEBUG   HandlerThread:13974 [system_info.py:__init__():32] System info init
2023-11-28 22:21:24,203 DEBUG   HandlerThread:13974 [system_info.py:__init__():47] System info init done
2023-11-28 22:21:24,203 INFO    HandlerThread:13974 [system_monitor.py:start():194] Starting system monitor
2023-11-28 22:21:24,203 INFO    SystemMonitor:13974 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 22:21:24,204 INFO    HandlerThread:13974 [system_monitor.py:probe():214] Collecting system info
2023-11-28 22:21:24,204 INFO    SystemMonitor:13974 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 22:21:24,204 INFO    SystemMonitor:13974 [interfaces.py:start():190] Started disk monitoring
2023-11-28 22:21:24,204 INFO    SystemMonitor:13974 [interfaces.py:start():190] Started gpu monitoring
2023-11-28 22:21:24,205 INFO    SystemMonitor:13974 [interfaces.py:start():190] Started memory monitoring
2023-11-28 22:21:24,205 INFO    SystemMonitor:13974 [interfaces.py:start():190] Started network monitoring
2023-11-28 22:21:24,229 DEBUG   HandlerThread:13974 [system_info.py:probe():196] Probing system
2023-11-28 22:21:24,231 DEBUG   HandlerThread:13974 [system_info.py:_probe_git():181] Probing git
2023-11-28 22:21:24,236 DEBUG   HandlerThread:13974 [system_info.py:_probe_git():189] Probing git done
2023-11-28 22:21:24,236 DEBUG   HandlerThread:13974 [system_info.py:probe():244] Probing system done
2023-11-28 22:21:24,236 DEBUG   HandlerThread:13974 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-89-generic-x86_64-with-glibc2.10', 'python': '3.8.16', 'heartbeatAt': '2023-11-28T14:21:24.229789', 'startedAt': '2023-11-28T14:21:22.719419', 'docker': None, 'cuda': None, 'args': ('--data', 'data/custom_kpts.yaml', '--cfg', 'cfg/yolov7-w6-pose_custom.yaml', '--hyp', 'data/hyp.pose.yaml', '--device', '0', '--kpt-label', '--epochs', '150', '--batch-size', '8'), 'state': 'running', 'program': 'train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'git@github.com:eric-hu519/YOLOv7-POSE-on-Xraybone-Dataset.git', 'commit': '9c79157e778fbc14432839df1c44382c5f02e018'}, 'email': 'huzhongyu519@outlook.com', 'root': '/home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset', 'host': 'erichu-MS-7C94', 'username': 'erichu', 'executable': '/home/erichu/miniconda3/envs/xraybone/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3691.00925, 'min': 2200.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 2200.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3656.148, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}], 'disk': {'/': {'total': 109.44348526000977, 'used': 26.796329498291016}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 31.26230239868164}}
2023-11-28 22:21:24,236 INFO    HandlerThread:13974 [system_monitor.py:probe():224] Finished collecting system info
2023-11-28 22:21:24,236 INFO    HandlerThread:13974 [system_monitor.py:probe():227] Publishing system info
2023-11-28 22:21:24,236 DEBUG   HandlerThread:13974 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-28 22:21:24,237 DEBUG   HandlerThread:13974 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-28 22:21:24,237 DEBUG   HandlerThread:13974 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-28 22:21:24,893 INFO    Thread-12 :13974 [dir_watcher.py:_on_file_created():271] file/dir created: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/requirements.txt
2023-11-28 22:21:24,894 INFO    Thread-12 :13974 [dir_watcher.py:_on_file_created():271] file/dir created: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/conda-environment.yaml
2023-11-28 22:21:25,893 INFO    Thread-12 :13974 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/conda-environment.yaml
2023-11-28 22:21:25,911 DEBUG   HandlerThread:13974 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-28 22:21:25,911 INFO    HandlerThread:13974 [system_monitor.py:probe():229] Finished publishing system info
2023-11-28 22:21:25,913 DEBUG   SenderThread:13974 [sender.py:send():380] send: files
2023-11-28 22:21:25,914 INFO    SenderThread:13974 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-28 22:21:25,917 DEBUG   SenderThread:13974 [sender.py:send():380] send: telemetry
2023-11-28 22:21:25,917 DEBUG   SenderThread:13974 [sender.py:send():380] send: telemetry
2023-11-28 22:21:25,917 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: stop_status
2023-11-28 22:21:25,917 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: stop_status
2023-11-28 22:21:25,918 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-28 22:21:26,402 DEBUG   SenderThread:13974 [sender.py:send():380] send: config
2023-11-28 22:21:26,402 DEBUG   SenderThread:13974 [sender.py:send():380] send: config
2023-11-28 22:21:26,893 INFO    Thread-12 :13974 [dir_watcher.py:_on_file_created():271] file/dir created: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/output.log
2023-11-28 22:21:26,893 INFO    Thread-12 :13974 [dir_watcher.py:_on_file_created():271] file/dir created: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/wandb-metadata.json
2023-11-28 22:21:27,021 DEBUG   SenderThread:13974 [sender.py:send():380] send: exit
2023-11-28 22:21:27,021 INFO    SenderThread:13974 [sender.py:send_exit():585] handling exit code: 1
2023-11-28 22:21:27,021 INFO    SenderThread:13974 [sender.py:send_exit():587] handling runtime: 2
2023-11-28 22:21:27,023 INFO    SenderThread:13974 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-28 22:21:27,023 INFO    SenderThread:13974 [sender.py:send_exit():593] send defer
2023-11-28 22:21:27,023 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:27,023 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-28 22:21:27,023 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:27,023 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-28 22:21:27,023 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 1
2023-11-28 22:21:27,023 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:27,023 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 1
2023-11-28 22:21:27,023 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:27,023 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 1
2023-11-28 22:21:27,023 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 2
2023-11-28 22:21:27,023 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:27,024 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 2
2023-11-28 22:21:27,024 INFO    HandlerThread:13974 [system_monitor.py:finish():203] Stopping system monitor
2023-11-28 22:21:27,024 INFO    HandlerThread:13974 [interfaces.py:finish():202] Joined cpu monitor
2023-11-28 22:21:27,024 DEBUG   SystemMonitor:13974 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-28 22:21:27,024 INFO    HandlerThread:13974 [interfaces.py:finish():202] Joined disk monitor
2023-11-28 22:21:27,024 DEBUG   SystemMonitor:13974 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-11-28 22:21:27,024 DEBUG   SystemMonitor:13974 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-11-28 22:21:27,058 INFO    HandlerThread:13974 [interfaces.py:finish():202] Joined gpu monitor
2023-11-28 22:21:27,058 INFO    HandlerThread:13974 [interfaces.py:finish():202] Joined memory monitor
2023-11-28 22:21:27,058 INFO    HandlerThread:13974 [interfaces.py:finish():202] Joined network monitor
2023-11-28 22:21:27,058 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:27,058 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 2
2023-11-28 22:21:27,058 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 3
2023-11-28 22:21:27,058 DEBUG   SenderThread:13974 [sender.py:send():380] send: stats
2023-11-28 22:21:27,058 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:27,058 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 3
2023-11-28 22:21:27,058 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:27,058 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 3
2023-11-28 22:21:27,058 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 4
2023-11-28 22:21:27,059 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:27,059 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 4
2023-11-28 22:21:27,059 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:27,059 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 4
2023-11-28 22:21:27,059 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 5
2023-11-28 22:21:27,059 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:27,059 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 5
2023-11-28 22:21:27,059 DEBUG   SenderThread:13974 [sender.py:send():380] send: summary
2023-11-28 22:21:27,065 INFO    SenderThread:13974 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-28 22:21:27,065 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:27,065 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 5
2023-11-28 22:21:27,065 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 6
2023-11-28 22:21:27,066 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:27,066 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 6
2023-11-28 22:21:27,066 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:27,066 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 6
2023-11-28 22:21:27,069 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: status_report
2023-11-28 22:21:27,193 INFO    wandb-upload_0:13974 [upload_job.py:push():131] Uploaded file /tmp/tmp8nnn_etkwandb/5zgn8ux8-wandb-metadata.json
2023-11-28 22:21:27,440 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 7
2023-11-28 22:21:27,440 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:27,440 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 7
2023-11-28 22:21:27,440 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:27,440 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 7
2023-11-28 22:21:27,893 INFO    Thread-12 :13974 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/config.yaml
2023-11-28 22:21:27,893 INFO    Thread-12 :13974 [dir_watcher.py:_on_file_created():271] file/dir created: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/wandb-summary.json
2023-11-28 22:21:28,021 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: poll_exit
2023-11-28 22:21:28,422 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 8
2023-11-28 22:21:28,422 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: poll_exit
2023-11-28 22:21:28,422 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:28,422 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 8
2023-11-28 22:21:28,423 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:28,423 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 8
2023-11-28 22:21:28,423 INFO    SenderThread:13974 [job_builder.py:build():298] Attempting to build job artifact
2023-11-28 22:21:28,423 INFO    SenderThread:13974 [job_builder.py:_get_source_type():428] is repo sourced job
2023-11-28 22:21:28,436 INFO    SenderThread:13974 [job_builder.py:build():404] adding wandb-job metadata file
2023-11-28 22:21:28,447 INFO    SenderThread:13974 [sender.py:transition_state():613] send defer: 9
2023-11-28 22:21:28,447 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: defer
2023-11-28 22:21:28,447 DEBUG   SenderThread:13974 [sender.py:send():380] send: artifact
2023-11-28 22:21:28,447 INFO    HandlerThread:13974 [handler.py:handle_request_defer():172] handle defer: 9
2023-11-28 22:21:28,894 INFO    Thread-12 :13974 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/output.log
2023-11-28 22:21:29,021 DEBUG   HandlerThread:13974 [handler.py:handle_request():146] handle_request: poll_exit
2023-11-28 22:21:30,296 INFO    SenderThread:13974 [sender.py:send_artifact():1458] sent artifact job-git_github.com_eric-hu519_YOLOv7-POSE-on-Xraybone-Dataset.git_train.py - {'id': 'QXJ0aWZhY3Q6NjUxNjg1NDY2', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjExODQ0MTIzMw==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjUxNjg1NDY2', 'versionIndex': 1}}}
2023-11-28 22:21:30,296 DEBUG   SenderThread:13974 [sender.py:send_request():407] send_request: defer
2023-11-28 22:21:30,296 INFO    SenderThread:13974 [sender.py:send_request_defer():609] handle sender defer: 9
2023-11-28 22:21:30,296 INFO    SenderThread:13974 [dir_watcher.py:finish():358] shutting down directory watcher
2023-11-28 22:21:30,894 INFO    SenderThread:13974 [dir_watcher.py:finish():388] scan: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files
2023-11-28 22:21:30,894 INFO    SenderThread:13974 [dir_watcher.py:finish():402] scan save: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/conda-environment.yaml conda-environment.yaml
2023-11-28 22:21:30,894 INFO    SenderThread:13974 [dir_watcher.py:finish():402] scan save: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/config.yaml config.yaml
2023-11-28 22:21:30,897 INFO    SenderThread:13974 [dir_watcher.py:finish():402] scan save: /home/erichu/Documents/YOLOv7-POSE-on-Xraybone-Dataset/wandb/run-20231128_222122-sx2xij5c/files/requirements.txt requirements.txt
